surr_id,incident_id,quarter,school,city,state,school_level,location,situation,targets,barricade,officer_involved,bullied,domestic_violence,gang_related,preplanned,shots_fired,active_shooter_fbi,first_shot
474,19930108PACRM,Winter,Crawford County Joint Vocational Technical School,Meadville,PA,High,Hallway,Unknown,Victims Targeted,No,No,No,No,Unknown,No,1,No,8:00:00
476,19930118KYEAG,Winter,East Carter High School,Grayson,KY,High,Classroom,Hostage/Standoff,Both,Yes,No,Yes,No,No,No,10,Yes,14:40:00
477,19930121CAFAL,Winter,Fairfax High School,Los Angeles,CA,High,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
479,19930201WARER,Winter,Redmond Junior High School,RedmoUnknown,WA,High,Outside on School Property,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,Unknown,6:30:00
480,19930203SCGAC,Winter,Garrett High School,Charleston,SC,High,Front of School,Unknown,Victims Targeted,No,No,No,No,Unknown,No,3,No,20:00:00
481,19930203SCLEL,Winter,Lexington High School,Lexington,SC,High,Outside on School Property,Escalation of Dispute,Victims Targeted,No,No,No,No,Unknown,No,5,No,Unknown
482,19930204GACLA,Winter,Clayton High School,Atlanta,GA,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,6,Unknown,15:30:00
484,19930208MNMIM,Winter,Middle River Middle School,Middle River,MN,Middle,Classroom,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,Unknown,Unknown
486,19930226MAGLG,Winter,Gloucester High School,Gloucester,MA,High,Cafeteria,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
487,19930308VADOD,Spring,Dozier Middle School,Denbigh,VA,Middle,Parking Lot,Psychosis,Victims Targeted,No,No,No,No,No,No,1,No,Unknown
488,19930318GAHAH,Spring,Harlem High School,Harlem,GA,High,Hallway,Bullying,Victims Targeted,No,No,Yes,No,No,No,6,Unknown,8:15:00
490,19930403CAGRS,Spring,Grant High School,Sacramento,CA,High,Field (General),Unknown,Unknown,No,No,No,No,Unknown,No,2,Unknown,Unknown
492,19930416CAGRS,Spring,Grant High School,Sacramento,CA,High,Field (General),Accidental,Unknown,No,No,No,No,Unknown,No,8,Unknown,17:25:00
493,19930416WAMOT,Spring,Mount Tahoma High School,Tacoma,WA,High,Beside Building,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
495,19930524PAUPP,Spring,Upper Perkiomen High School,Pennsburg,PA,High,Classroom,Bullying,Victims Targeted,No,No,Yes,No,No,No,10,Unknown,Unknown
496,19930527LAFRN,Spring,Francis T. Nicholls High School,New Orleans,LA,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,Unknown,Unknown
497,19930707CADOL,Summer,Dorsey High School,Los Angeles,CA,High,Beside Building,Escalation of Dispute,Both,No,No,No,No,Yes,No,8,Unknown,14:30:00
499,19930831GAHAA,Summer,Harper High School,Atlanta,GA,High,Cafeteria,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,Unknown,No,6,Unknown,Unknown
500,19930901KSJUJ,Fall,Junction City High School,Junction City,KS,High,Cafeteria,Escalation of Dispute,Both,No,No,No,No,No,No,19,Unknown,Unknown
501,19930902TXROD,Fall,Roosevelt High School,Dallas,TX,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,14:45:00
503,19930916ILROC,Fall,Roosevelt High School,Chicago,IL,High,Beside Building,Escalation of Dispute,Unknown,No,No,Unknown,Unknown,Yes,No,9,Unknown,15:00:00
504,19930917ILDOD,Fall,Downers South High School,Downers Grove,IL,High,Football Field/Track,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,9,Unknown,Unknown
506,19930925DCWEW,Fall,Weatherless Elementary School,Washington,DC,Elementary,Football Field/Track,Escalation of Dispute,Both,No,No,No,No,Yes,No,15,Unknown,Unknown
507,19930928MSCOG,Fall,Coleman Junior High School,Greenville,MS,Junior High,Classroom,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,4,Unknown,8:10:00
509,19931018DCJHW,Fall,J H Johnson Junior High School,Washington,DC,Junior High,Gym,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,Unknown,No,15,Unknown,11:30:00
510,19931101ILSUC,Fall,Sullivan High School,Chicago,IL,High,Outside on School Property,Intentional Property Damage,Victims Targeted,No,No,No,No,No,No,9,Unknown,Unknown
512,19931104FLTEJ,Fall,Terry Parker High School,Jacksonville,FL,High,Front of School,Illegal Activity,Victims Targeted,No,No,No,No,No,No,8,Unknown,Unknown
513,19931104MSBAB,Fall,Bay Springs High School,Bay Springs,MS,High,Classroom,Unknown,Victims Targeted,No,No,Unknown,Unknown,No,No,18,Unknown,Unknown
514,19931111ILRIS,Fall,Ridgely Elementary School,Springfield,IL,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,2,Unknown,0:00:00
515,19931201WIWAW,Winter,Wauwatosa West High School,Wauwatosa,WI,High,Hallway,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,14,Unknown,Unknown
517,19931208GABES,Winter,Beach High School,Savannah,GA,High,Front of School,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,6,Unknown,20:00:00
518,19931215CACHS,Winter,Chatsworth High School,San Fernando Valley,CA,High,Outside on School Property,Illegal Activity,Victims Targeted,No,No,No,No,No,No,8,Unknown,13:40:00
520,19940120CALOH,Winter,Los Altos High School,Hacienda Heights,CA,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,3,Unknown,15:10:00
522,19940124SCEAC,Winter,Eau Claire High School,Columbia,SC,High,Hallway,Bullying,Victims Targeted,No,No,Yes,No,No,No,5,Unknown,Unknown
523,19940126DCELW,Winter,Eliot Junior High School,Washington,DC,Junior High,Hallway,Unknown,Unknown,No,No,No,No,Unknown,No,15,Unknown,15:30:00
525,19940127CAWAS,Winter,Washington Elementary School,San Jose,CA,Elementary,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,8,Unknown,14:30:00
526,19940131WAWHS,Winter,Whitman Middle School,Seattle,WA,Middle,Field (General),Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,No,15,Unknown,6:30:00
528,19940218SCSPS,Winter,Spartanburg High School,Spartanburg,SC,High,Parking Lot,Drive-by Shooting,Victims Targeted,No,No,No,No,No,No,5,Unknown,22:00:00
529,19940301MOKEB,Spring,Kemper Military School and College,Boonville,MO,Other,Cafeteria,Domestic w/ Targeted Victim,Both,No,No,No,Yes,No,No,3,Yes,9:00:00
531,19940309DCEAW,Spring,Eastern High School,Washington,DC,High,Cafeteria,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,4,No,11:00:00
532,19940315SCGOC,Spring,Goose Creek High School,Charleston,SC,High,Outside on School Property,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,10,Unknown,Unknown
533,19940323WABAS,Spring,Ballard High School,Seattle,WA,High,Parking Lot,Drive-by Shooting,Random Shooting,No,No,No,No,Yes,No,8,Unknown,12:00:00
536,19940408MDLAU,Spring,Largo High School,Upper Marlboro,MD,High,Bathroom,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,1,Unknown,9:00:00
537,19940412MTMAB,Spring,Margaret Leary Elementary School,Butte,MT,Elementary,PlaygrouUnknown,Bullying,Random Shooting,No,No,Yes,No,No,No,3,No,Unknown
539,19940419DCELW,Spring,Eliot Junior High School,Washington,DC,High,Front of School,Unknown,Unknown,No,No,No,No,Unknown,No,15,Unknown,Unknown
540,19940420INDIS,Spring,Dickinson Middle School,South BeUnknown,IN,Middle,Classroom,Accidental,Random Shooting,Unknown,No,No,No,Unknown,No,1,No,Unknown
542,19940502FLNON,Spring,North Miami High School,North Miami,FL,High,Parking Lot,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,12:00:00
544,19940525NJLAW,Spring,Lakeland Regional High School,Wanaque,NJ,High,Beside Building,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,8:30:00
545,19940526KYLAU,Spring,Larry A. Ryle High School,Union,KY,High,Classroom,Hostage/Standoff,Neither,Yes,No,No,No,No,No,9,Yes,9:00:00
546,19940724PAMAM,Summer,Manchester Elementary School,Manchester,PA,Elementary,Basketball Court,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,9,Unknown,Unknown
547,19940725IAOTO,Summer,Ottumwa High School,Ottumwa,IA,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,2,Unknown,11:38:00
549,19940908NYSWA,Fall,Sweet Home High School,Albany,NY,High,Classroom,Bullying,Victims Targeted,No,No,Yes,No,No,No,1,Unknown,9:00:00
550,19940919CALOL,Fall,Locke High School,Los Angeles,CA,High,Front of School,Drive-by Shooting,Both,No,No,No,No,Yes,No,8,Unknown,10:20:00
552,19941012NCGRG,Fall,Grimsley High School,Greensboro,NC,High,Parking Lot,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,4,Unknown,Unknown
707,20010103CABAS,Winter,Balboa High School,San Francisco,CA,High,Classroom,Accidental,Neither,No,No,No,No,No,No,1,Unknown,9:30:00
710,20010202MIOSD,Winter,Osborn High School,Detroit,MI,High,Classroom,Unknown,Unknown,No,No,No,No,No,No,7,Yes,Unknown
714,20010307PABIW,Spring,Bishop Neumann High School,Williamsport,PA,High,Cafeteria,Bullying,Victims Targeted,No,No,Yes,No,No,No,1,Unknown,12:00:00
717,20010330INLEG,Spring,Lew Wallace High School,Gary,IN,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,Yes,No,Yes,No,1,Unknown,8:15:00
719,20010410WAWAM,Spring,Wahluke High School,Mattawa,WA,High,Classroom,Hostage/Standoff,Neither,No,No,No,No,No,No,15,Yes,Unknown
722,20010515TXENE,Spring,Ennis High School,Ennis,TX,High,Classroom,Suicide/Attempted,Neither,Yes,No,No,No,No,No,2,Yes,12:00:00
726,20010921MDLAB,Fall,Lake Clifton Eastern High School,Baltimore,MD,High,Cafeteria,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,2,Unknown,13:00:00
729,20011026MIBES,Fall,Benito Juarez Academy,Siginaw,MI,High,Beside Building,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,13:45:00
732,20020111MSRAJ,Winter,Raymond High School,Jackson,MS,High,Office,Hostage/Standoff,Victims Targeted,Yes,No,No,No,No,Yes,18,Yes,12:00:00
735,20020201TXBRB,Winter,Brock High School,Brock,TX,High,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,9,Unknown,Unknown
739,20020406MDLEB,Spring,Leith Walk Elementary School,Baltimore,MD,Elementary,PlaygrouUnknown,Illegal Activity,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,5,Unknown,1:00:00
