surr_id,incident_id,quarter,school,city,state,school_level,location,situation,targets,barricade,officer_involved,bullied,domestic_violence,gang_related,preplanned,shots_fired,active_shooter_fbi,first_shot
830,20050321NYNEB,Spring,New Utrecht High School,Brooklyn,NY,High,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,12:00:00
831,20050324TNFAM,Spring,Fairly High School,Memphis,TN,High,Inside School Building,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
833,20050407TXCAC,Spring,Canton High School,Canton,TX,High,Office,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,9,Unknown,9:15:00
834,20050427LALER,Spring,Leon Godchaux Junior High School,Reserve,LA,High,Classroom,Accidental,Neither,No,No,No,No,No,No,1,Unknown,10:00:00
835,20050429OHDAC,Spring,Daniel E. Morgan Elementary School,ClevelaUnknown,OH,High,Office,Intentional Property Damage,Unknown,No,No,No,No,No,No,5,Unknown,Unknown
837,20050517PAHIL,Spring,Highland Elementary School,Lower Allen Township,PA,Elementary,Parking Lot,Murder/Suicide,Victims Targeted,No,No,No,Yes,No,No,10,Unknown,15:00:00
838,20050520ILLOM,Spring,Locust Elementary School,Marengo,IL,Elementary,Parking Lot,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,15:00:00
839,20050524COACD,Spring,Academia Ana Marie Sandoval Montessori School,Denver,CO,Other,PlaygrouUnknown,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,13,Unknown,13:00:00
840,20050524LABOS,Spring,Booker T. Washington High School,Shreveport,LA,High,Beside Building,Accidental,Neither,No,No,No,No,No,No,1,Unknown,13:55:00
841,20050608NYARP,Summer,Arlington High School,Poughkeepsi,NY,High,Front of School,Drive-by Shooting,Unknown,No,No,No,No,No,No,10,Unknown,14:32:00
842,20050612NJBAA,Summer,Bangs Avenue Elementary School,Asbury Park,NJ,Elementary,Beside Building,Escalation of Dispute,Unknown,No,No,No,No,No,No,10,Unknown,21:30:00
843,20050718NJWEN,Summer,Weequahic High School,Newark,NJ,High,Parking Lot,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,13,Unknown,13:30:00
845,20050817CAPLB,Summer,Planatation Elementary School,Bakersfield,CA,Elementary,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,Unknown,18:00:00
846,20050819GAMOM,Summer,Morrow High School,Morrow,GA,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,Unknown,No,10,Unknown,11:00:00
848,20050901AKDIA,Fall,Dimond High School,Anchorage,AK,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,Unknown,17:00:00
53,19720505INDEI,Spring,Decatur Central High School,Indianapolis,IN,High,Field (General),Psychosis,Victims Targeted,No,No,No,No,No,No,1,Unknown,13:30:00
849,20050902FLSOJ,Fall,Sojourner Truth High School,Jacksonville,FL,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,5,Unknown,12:50:00
850,20050913ILHAC,Fall,Harlan Community Academy High School,Chicago,IL,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,1,Unknown,14:20:00
852,20051011MIFAF,Fall,Farmington High School,Farmington,MI,High,Bathroom,Psychosis,Neither,No,No,Unknown,Unknown,No,No,1,Yes,8:00:00
854,20051019CASAS,Fall,San Gorgonio High School,San Bernardino,CA,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,5,Unknown,7:40:00
855,20051020MISAS,Fall,Saginaw High School,Saginaw,MI,High,Office,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,Yes,No,7,Unknown,12:00:00
856,20051027CABIF,Fall,Birney Elementary School,Fresno,CA,Elementary,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,8,Unknown,Unknown
858,20051028NYFAF,Fall,Farmingdale High School,Farmingdale,NY,High,Front of School,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,Unknown,19:45:00
859,20051108TNCAJ,Fall,Campbell County High School,"Jacksboro, TN",TN,High,Hallway,Illegal Activity,Random Shooting,No,No,No,No,No,No,3,Yes,14:00:00
861,20051116TXIRS,Fall,Irving Middle School,San Antonio,TX,Middle,Parking Lot,Illegal Activity,Victims Targeted,No,Yes,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown
862,20051205MABOR,Winter,Boston Day and Evening Academy (High School),Roxbury,MA,High,Bathroom,Escalation of Dispute,Neither,No,No,No,No,No,No,2,Unknown,14:20:00
863,20051206CASAG,Winter,Santiago High School,Garden Grove,CA,High,Football Field/Track,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,1,Unknown,15:00:00
865,20060103NJLIJ,Winter,Lincoln High School,Jersey City,NJ,High,Beside Building,Escalation of Dispute,Unknown,No,No,No,No,Yes,No,13,Unknown,15:20:00
866,20060110DEMOW,Winter,Mount Pleasant High School,Wilmington,DE,High,Basketball Court,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
867,20060111WIMAM,Winter,Mary McLeod Bethune Academy,Milwaukee,WI,K-8,PlaygrouUnknown,Accidental,Random Shooting,No,No,No,No,No,No,14,Unknown,12:30:00
869,20060113FLMIL,Winter,Milwee Middle School,Longwood,FL,Middle,Classroom,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,8,Unknown,9:30:00
871,20060118MTFRA,Winter,Fred Moodry Middle School,Anaconda,MT,Middle,Beside Building,Drive-by Shooting,Victims Targeted,No,No,No,Unknown,No,No,1,Unknown,Unknown
872,20060118TXPAA,Winter,Passmore Elementary School,Alvin,TX,Elementary,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,11:55:00
873,20060118VAINC,Winter,Indian River High School,Chesapeake,VA,High,Cafeteria,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,Unknown,11:00:00
875,20060123CAWIV,Winter,Will C. Wood High School,Vacaville,CA,High,Gym,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,9:45:00
876,20060127TXLAG,Winter,Lakeview Centennial High School,GarlaUnknown,TX,High,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
878,20060203CALOC,Winter,Longfellow Elementary School (bus),Compton,CA,Elementary,School Bus,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,8:20:00
1115,20131113PABRP,Fall,Brashear High School,Pittsburgh,PA,High,Off School Property,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,9,Unknown,15:00:00
1118,20131219CAEDF,Winter,Edison High School,Fresno,CA,High,Gym,Illegal Activity,Random Shooting,No,No,No,No,Yes,No,4,Unknown,19:00:00
1121,20140114LASTB,Winter,St. James High School,Baton Rouge,LA,High,Parking Lot,Drive-by Shooting,Victims Targeted,No,No,No,No,No,No,10,No,Unknown
1125,20140127ILREC,Winter,Rebound High School,Carbondale,IL,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,1,Unknown,12:00:00
1128,20140131IANOD,Winter,North High School,Des Moines,IA,High,Basketball Court,Drive-by Shooting,Random Shooting,No,No,No,No,Yes,No,12,Unknown,Unknown
1132,20140220MIRAR,Winter,Raytown Success Academy,Raytown,MI,High,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,Unknown,No,No,No,14,Unknown,10:30:00
1135,20140325GABEC,Spring,Benjamin Banneker High School,College Park,GA,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,6,Unknown,13:00:00
1139,20140411MIEAD,Spring,East English Village Preparatory Academy,Detroit,MI,Unknown,Parking Lot,Drive-by Shooting,Both,No,No,No,No,Yes,No,7,Unknown,21:30:00
1142,20140503WAHOE,Spring,Horizon Elementary School,Everett,WA,Elementary,Basketball Court,Escalation of Dispute,Unknown,No,No,Unknown,No,Yes,No,15,Unknown,18:30:00
1145,20140610ORRET,Summer,Reynolds High School,Troutdale,OR,High,Gym,Indiscriminate Shooting,Both,No,No,No,Unknown,No,Yes,12,Yes,8:07:00
1149,20140909FLSTM,Fall,Stellar Leadership Academy,Miami,FL,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,8,Unknown,Unknown
1152,20140919IANOD,Fall,North High School,Des Moines,IA,High,Front of School,Drive-by Shooting,Victims Targeted,No,No,No,No,Yes,No,1,Unknown,22:00:00
1155,20140930NCALA,Fall,Albemarle High School,Albemarle,NC,High,Courtyard,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,2,Unknown,7:40:00
1159,20141024WAMAM,Fall,Marysville Pilchuck High School,Marysville,WA,High,Cafeteria,Bullying,Victims Targeted,No,No,Yes,Yes,No,Yes,15,Yes,10:39:00
1162,20141216PASUP,Winter,Sunnyside Elementary School,Pittsburgh,PA,Elementary,Parking Lot,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,9,Unknown,23:00:00
1165,20150115WIWIM,Winter,Wisconsin Lutheran High School,Milwaukee,WI,High,Parking Lot,Escalation of Dispute,Both,No,No,Unknown,No,Yes,No,14,No,Unknown
1169,20150126MNHAR,Winter,Hand in Hand Montessori,Roseville,MN,Other,Cafeteria; Parking Lot,Suicide/Attempted,Neither,No,No,Unknown,Unknown,Unknown,No,2,No,15:07:00
1172,20150215CATEM,Winter,Tenaya Middle School,Merced,CA,Middle,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,No,8,No,19:55:00
1175,20150422NVRUL,Spring,Ruth Deskin Elementary School,Las Vegas,NV,Elementary,Classroom,Accidental,Neither,No,No,No,No,No,No,1,No,15:20:00
1179,20150505GACOC,Spring,Conyers Middle School,Conyers,GA,Middle,Bathroom,Accidental,Neither,No,No,Unknown,Unknown,Unknown,Unknown,1,No,13:00:00
50,19720313TXUNH,Spring,Unnamed Junior High School,Houston,TX,Junior High,Classroom,Accidental,Neither,No,No,No,No,No,No,1,Unknown,Unknown
51,19720412LAEAG,Spring,East Ascension Junior High,Gonzales,LA,Junior High,Inside School Building,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,2,Unknown,Unknown
54,19720914TXFRH,Fall,Francis Scott Key Junior High,Houston,TX,Junior High,Hallway,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,10,Unknown,12:00:00
56,19720919TXCUH,Fall,Cullen Junior High,Houston,TX,Junior High,Inside School Building,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,9,Unknown,Unknown
57,19720921OHTHA,Fall,Thorton Junior High,Akron,OH,Junior High,Classroom,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
59,19721127MIPOP,Fall,Pontiac Central High School,Pontiac,MI,High,Outside on School Property,Racial,Victims Targeted,No,No,No,No,No,Yes,7,Unknown,Unknown
60,19721129FLMIM,Fall,Miami Northwest High School,Miami,FL,High,Off School Property,Escalation of Dispute,Unknown,No,No,No,No,No,No,5,Unknown,Unknown
61,19730105NCSOS,Winter,South Iredell High School,Statesville,NC,High,Basketball Court,Racial,Victims Targeted,No,No,No,No,No,No,5,Unknown,Unknown
62,19730118CAJOL,Winter,John Marshall High School,Los Angeles,CA,High,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,10,Unknown,Unknown
64,19730212ALBOM,Winter,Booker T. Washington High School,Montgomery,AL,High,Gym,Escalation of Dispute,Unknown,No,No,No,No,Unknown,No,1,Unknown,17:15:00
65,19730226VAARR,Winter,Armstrong High School,RichmoUnknown,VA,High,Inside School Building,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,5,Unknown,8:00:00
67,19730501OHRAY,Spring,Rayen High School,Youngtown,OH,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,5,Unknown,Unknown
69,19731002ILELA,Fall,Elmhurst Wood Park Community High School,Almwood Park,IL,High,Hallway; Beside Building,Murder/Suicide,Victims Targeted,No,No,No,Yes,No,No,5,Yes,Unknown
70,19731019MOBES,Fall,Beaumont High School,St. Louis,MO,High,Inside School Building,Escalation of Dispute,Unknown,No,No,No,No,Yes,No,3,Unknown,Unknown
71,19731023MOSUS,Fall,Sumner High School,St. Louis,MO,High,Parking Lot,Escalation of Dispute,Random Shooting,No,No,No,No,Yes,No,4,Unknown,13:00:00
73,19731024MNCEM,Fall,Central High School,Minneapolis,MN,High,Outside on School Property,Escalation of Dispute,Both,No,No,No,No,No,No,1,Unknown,Unknown
74,19731031MONOS,Fall,Northwestern High School,St. Louis,MO,High,Beside Building,Illegal Activity,Victims Targeted,No,No,No,No,Unknown,No,1,Unknown,Unknown
75,19731108ILWOC,Fall,Woodell Phillips High School,Chicago,IL,High,Entryway,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,10:00:00
77,19731206CAFRL,Winter,Fremont High School,Los Angeles,CA,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,1,Unknown,Unknown
78,19731213OHHUC,Winter,Hughes High School,Cincinnati,OH,High,Hallway,Illegal Activity,Both,No,No,No,No,No,No,3,Unknown,13:10:00
79,19740117ILBAC,Winter,Barton Elementary School,Chicago,IL,Elementary,Office,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,Unknown,No,No,Yes,10,Yes,Unknown
81,19740207CAJAO,Winter,James Madison Junior High School,OaklaUnknown,CA,Junior High,Hallway,Hostage/Standoff,Neither,No,No,No,No,No,No,8,Yes,Unknown
83,19740402CTSTB,Spring,St. Stephen's Parochial School,Bridgeport,CT,Other,Classroom,Intentional Property Damage,Unknown,No,No,No,Unknown,No,No,5,Unknown,13:15:00
84,19740510TNCHR,Spring,Church Hill High School,Rogersville,TN,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,2,Unknown,Unknown
85,19740519FLHIO,Spring,Highlands Elementary School,Orlando,FL,Elementary,Outside on School Property,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,10,Unknown,Unknown
86,19740923CAJED,Fall,Jefferson High School,Daly City,CA,High,Bathroom,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,5,Unknown,Unknown
88,19741007LADEH,Fall,Destrehan High School,Hahnville,LA,High,Parking Lot (Bus),Racial,Random Shooting,No,No,No,No,No,No,7,Unknown,Unknown
90,19741118SCCAC,Fall,C A Brown High School,Charleston,SC,High,Outside on School Property,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,10,Unknown,15:00:00
91,19741121ARBOL,Fall,Booker Junior High School,Little Rock,AR,Junior High,Cafeteria,Escalation of Dispute,Both,No,No,No,No,No,No,15,Unknown,13:30:00
92,19741125SCCAC,Fall,C A Brown High School,Charleston,SC,High,Outside on School Property,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,6,Unknown,15:00:00
94,19741230NYOLO,Winter,Olean High School,Olean,NY,High,Classroom,Indiscriminate Shooting,Random Shooting,Yes,No,No,No,No,Yes,50,Yes,15:00:00
95,19750207NYBOM,Winter,Board of Cooperative Educational Services,Mineola,NY,Other,Inside School Building,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
97,19750312TXJOH,Spring,Jones High School,Houston,TX,High,Courtyard,Escalation of Dispute,Unknown,No,No,No,No,No,No,9,Unknown,Unknown
98,19750318MOSUS,Spring,Sumner High School,St. Louis,MO,High,Inside School Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,Yes,10,Unknown,Unknown
100,19750321VAFAR,Spring,Fairmount Elementary School,RichmoUnknown,VA,Elementary,PlaygrouUnknown,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,12:00:00
101,19750515MOROS,Spring,Rock Junior High School,St. Louis,MO,Junior High,Office,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,1,Unknown,12:30:00
103,19750709ILDEC,Summer,Dett Elementary School,Chicago,IL,Elementary,Beside Building,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,2,Unknown,8:15:00
104,19750711MOCES,Summer,Central High School,St. Louis,MO,High,School Bus,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,Unknown,7:35:00
106,19751001NMHEA,Fall,Hermosa Elementary School,Artesia,NM,Elementary,Classroom,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,6,Unknown,8:00:00
107,19751024GAMUA,Fall,Murphy High School,Atlanta,GA,High,Office,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
108,19751218CAORS,Winter,Orange High School,Santa AUnknown,CA,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,12:00:00
880,20060215PAWEY,Winter,West York Area High School,York,PA,High,Classroom,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
882,20060223ORROR,Winter,Roseburg High School,Roseburg,OR,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,Yes,No,No,No,4,Unknown,7:45:00
883,20060310NYISN,Spring,I S 89 Middle School,New York,NY,Middle,Hallway,Escalation of Dispute,Both,No,No,No,No,No,No,7,Unknown,8:20:00
885,20060405DCROW,Spring,Roosevelt Senior High School,Washington,DC,High,Front of School,Drive-by Shooting,Both,No,No,No,No,Unknown,No,15,Unknown,9:15:00
887,20060424NCEAC,Spring,East Chapel Hill High School,Chapel Hill,NC,High,Classroom,Hostage/Standoff,Neither,No,No,No,No,No,No,2,Yes,17:00:00
888,20060505FLPAM,Spring,Parkway Academy,Miramar,FL,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,8,Unknown,23:35:00
889,20060522SCBUI,Spring,Butch Fork High School,Irmo,SC,High,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,1,Unknown,10:00:00
890,20060525PANON,Spring,Northampton Area Senior High School,Northampton,PA,High,Hallway,Hostage/Standoff,Unknown,No,No,Unknown,No,No,Yes,9,Yes,7:50:00
892,20060606INWIG,Summer,Wirt High School,Gary,IN,High,Auditorium,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,Unknown,Unknown
893,20060615MIPED,Summer,Pershing High School,Detroit,MI,High,Front of School,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,Unknown,18:05:00
895,20060815KYJTV,Summer,J T Alton Middle School,Vine Grove,KY,Middle,Classroom,Accidental,Neither,No,No,No,No,No,No,1,Unknown,Unknown
896,20060817TXMEA,Summer,Mendez Middle School,Austin,TX,Middle,Outside on School Property,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,9,Unknown,20:00:00
898,20060820GALYH,Summer,Lyman Hall Elementary School,Hinesville,GA,High,Basketball Court,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,Unknown,19:30:00
899,20060821INCAN,Summer,Castle High School,Newburgh,IN,High,Parking Lot,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
901,20060829DCANW,Summer,Anacostia Senior High School,Washington,DC,High,Parking Lot,Escalation of Dispute,Neither,No,No,No,No,No,No,1,Unknown,15:15:00
902,20060830NCORH,Summer,Orange High School,Hillsborough,NC,High,Parking Lot,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,Yes,8,Yes,13:00:00
904,20060905TNKIM,Fall,Kingsbury Middle School,Memphis,TN,Middle,Football Field/Track,Escalation of Dispute,Neither,No,No,No,No,No,No,3,Unknown,Unknown
905,20060908TXSOF,Fall,South Hills High School,Fort Worth,TX,High,Field (General),Illegal Activity,Victims Targeted,No,Yes,Unknown,Unknown,Unknown,Unknown,1,Unknown,13:20:00
906,20060913MOWEC,Fall,Westminster Christian Academy,Creve Coeur,MO,High,Beside Building,Self-defense,Victims Targeted,No,Yes,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown
908,20060927COPLB,Fall,Platte Canyon High School,Bailey,CO,High,Classroom,Hostage/Standoff,Victims Targeted,Yes,No,No,No,No,No,13,Yes,11:40:00
909,20060929WIWEC,Fall,Weston High School,Cazenovia,WI,High,Entryway,Indiscriminate Shooting,Random Shooting,No,No,Yes,No,No,Yes,3,Yes,8:10:00
910,20061002PAWEN,Fall,West Nickel Mines School,Nickel Mines,PA,K-12,Classroom,Indiscriminate Shooting,Random Shooting,Yes,No,No,Yes,No,Yes,9,Yes,11:07:00
912,20061010NYPOP,Fall,Ponoma Middle School,PomoUnknown,NY,Middle,School Bus,Unknown,Unknown,No,No,Unknown,No,No,No,2,Unknown,16:00:00
914,20061017TXSEK,Fall,Seven Lakes High School,Katy,TX,High,Beside Building,Accidental,Random Shooting,No,No,Unknown,Unknown,No,No,1,Unknown,11:55:00
915,20061031TNHAK,Fall,Halls High School,Knoxville,TN,High,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,2,Unknown,22:30:00
917,20061122GASAA,Fall,Sammye E. Coan Middle School,Atlanta,GA,Middle,Front of School,Drive-by Shooting,Victims Targeted,No,No,No,No,Unknown,No,1,Unknown,17:40:00
918,20061201NCJOT,Winter,Jones Senior High School,Trenton,NC,High,Basketball Court,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,10,Unknown,22:20:00
920,20061211ILCLC,Winter,Clemente High School,Chicago,IL,High,Beside Building,Escalation of Dispute,Neither,No,No,No,No,Yes,No,5,Unknown,14:45:00
921,20061212PASPS,Winter,Springfield Township High School,Springfield Township,PA,High,Hallway,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,3,Unknown,9:00:00
923,20061214PAMCC,Winter,McGuffey High School,Claysville,PA,High,Gym,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,Unknown,17:00:00
924,20070102NCWEF,Winter,Westover High School,Fayetteville,NC,High,Front of School,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,10,Unknown,15:01:00
926,20070104MINOD,Winter,Northwestern High School,Detroit,MI,High,Front of School,Drive-by Shooting,Unknown,No,No,No,No,Unknown,No,7,Unknown,Unknown
927,20070108OHROC,Winter,Robert A. Taft Information Technology High School,Cincinnati,OH,High,Hallway,Indiscriminate Shooting,Unknown,No,No,Unknown,No,No,No,1,Yes,10:45:00
928,20070109CAGRV,Winter,Grant High School,Van Nuys,CA,High,Front of School,Drive-by Shooting,Victims Targeted,No,No,No,No,Yes,No,4,Unknown,15:15:00
930,20070118PAWIP,Winter,William L.Sayre High School,Philadelphia,PA,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,11,Unknown,8:25:00
932,20070131ILHIC,Winter,Hillcrest High School,Country Club Hills,IL,High,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,No,No,6,Unknown,21:30:00
933,20070207FLPAJ,Winter,Paxon Middle School,Jacksonville,FL,Middle,Unknown,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,4,Unknown,Unknown
934,20070208ORCRP,Winter,Crook County High School,Prineville,OR,High,Parking Lot,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,14:33:00
936,20070226CASLA,Winter,Slauson Middle School,Azusa,CA,Middle,Hallway,Indiscriminate Shooting,Unknown,No,No,No,No,No,No,5,Unknown,Unknown
937,20070227GACLA,Winter,Clifton Elementary School,Atlanta,GA,Elementary,Bathroom,Unknown,Unknown,No,No,No,No,No,No,1,Unknown,Unknown
939,20070307MIHEM,Spring,Herbert Henry Dow High School,MidlaUnknown,MI,High,Parking Lot,Murder/Suicide,Victims Targeted,No,No,No,Yes,No,No,5,Unknown,10:57:00
940,20070307TXGRG,Spring,Greenville High School,Greenville,TX,High,Classroom,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,7:15:00
941,20070308TNEAC,Spring,East Ridge High School,Chattanooga,TN,High,Hallway,Suicide/Attempted,Victims Targeted,No,No,No,Yes,No,No,1,Unknown,14:20:00
1200,20151024TXEDS,Fall,Ed White Middle School,San Antonio,TX,Middle,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,Unknown,No,9,No,3:00:00
1203,20151120FLNAM,Fall,Nathaniel “Traz” Powell Stadium (high school game),Miami,FL,High,Football Field/Track,Escalation of Dispute,Unknown,No,No,No,No,Unknown,No,8,No,21:15:00
1207,20160120INNOI,Winter,Northwestern Community High School,Indianapolis,IN,High,Parking Lot,Accidental,Unknown,No,No,Unknown,Unknown,No,No,1,No,Unknown
1211,20160212AZING,Winter,Independence High School,Glendale,AZ,High,Courtyard,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,2,No,7:53:00
1214,20160226TXPAP,Winter,Palestine High School,Palestine,TX,High,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,10,No,17:56:00
1217,20160423WIANA,Spring,Antigo High School,Antigo,WI,High,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,Yes,Yes,No,Yes,10,Yes,Unknown
1220,20160505MDHIB,Spring,High Point High School,Beltsville,MD,High,Parking Lot,Domestic w/ Targeted Victim,Both,No,No,Unknown,Yes,No,No,2,No,16:40:00
1224,20160515KSAUA,Spring,Augusta High School,Augusta,KS,High,Football Field/Track,Accidental,Random Shooting,No,No,No,No,No,No,1,No,13:55:00
1226,20160616ILMCC,Summer,Mcnair Elementary School,Chicago,IL,Elementary,Parking Lot,Unknown,Victims Targeted,No,No,Unknown,No,No,No,1,No,12:30:00
1229,20160817OHWEC,Summer,Wedgewood Middle School,Columbus,OH,Middle,Parking Lot,Unknown,Unknown,No,No,Unknown,No,Unknown,No,4,No,20:10:00
1233,20160908TXALA,Fall,Alpine High School,Alpine,TX,High,Bathroom,Domestic w/ Targeted Victim,Both,No,No,No,Yes,No,No,5,No,9:00:00
1236,20160926MSTAJ,Fall,T A Wilson Academy (bus),Jackson,MS,High,Front of School (Bus),Escalation of Dispute,Victims Targeted,No,No,No,Unknown,No,No,18,No,14:30:00
1239,20160928TNSYP,Fall,Sycamore Middle School,Pleasant View,TN,Middle,Office,Hostage/Standoff,Victims Targeted,No,No,Unknown,No,No,Yes,3,No,10:00:00
1242,20161011ALVIM,Fall,Vigor High School,Mobile,AL,High,Outside on School Property,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,No,15:45:00
1246,20161025UTUNS,Fall,Union Middle School,Sandy,UT,Middle,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,No,15:00:00
1249,20161111MIBAA,Fall,Bay City Western High School,Auburn,MI,High,Office,Accidental,Neither,No,No,No,No,No,No,1,No,12:30:00
1252,20161209MOBAS,Winter,Bayless High School,St. Louis,MO,High,Gym,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,No,19:15:00
1255,20170101DELAH,Winter,Lake Forest South Elementary School,Harrington,DE,Elementary,Field (General),Escalation of Dispute,Unknown,No,No,No,No,No,No,1,No,16:00:00
1259,20170127ILSCN,Winter,Thomas G Scullen Middle School,Naperville,IL,Middle,Parking Lot,Unknown,Victims Targeted,No,No,No,No,No,No,9,No,20:00:00
1262,20170218MNMAM,Winter,Maplewood Middle School,Maplewood,MN,Middle,Parking Lot,Suicide/Attempted,Victims Targeted,No,No,Unknown,Unknown,No,No,1,No,6:00:00
1265,20170328PALIP,Spring,Linton Middle School,Penn Hills,PA,Middle,Parking Lot,Self-defense,Victims Targeted,No,No,No,No,No,No,5,No,16:30:00
1268,20170415ORMEP,Spring,Menlo Park Elementary School,PortlaUnknown,OR,Elementary,Field (General),Unknown,Victims Targeted,No,No,No,No,Unknown,No,12,No,12:42:00
1272,20170524NEMCO,Spring,McMillan Middle School,Omaha,NE,Middle,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,6,No,20:00:00
